Level1,Level2,Level3,Level4,Citations
2008-2011,7,Fractionally Predictive Spiking Neurons,Efficient Spike-Coding with Multiplicative Adaptation in a Spike Response Model,0.215
1993-1996,8,Learning Many Related Tasks at the Same Time with Backpropagation,Learning Model Bias,4.4
2005-2008,9,Inferring rankings under constrained sensing,Riffled Independence for Ranked Data,0.424
2005-2008,9,Inferring rankings under constrained sensing,A Data-Driven Approach to Modeling Choice,56.194
2005-2008,9,Inferring rankings under constrained sensing,Minimax-optimal Inference from Partial Rankings,54.735
2008-2011,10,Inferring rankings under constrained sensing,Riffled Independence for Ranked Data,5.87
2008-2011,10,Inferring rankings under constrained sensing,A Data-Driven Approach to Modeling Choice,10.513
2008-2011,10,Inferring rankings under constrained sensing,Minimax-optimal Inference from Partial Rankings,20.811
2011-2014,11,The Noisy Power Method: A Meta Algorithm with Applications,A Non-convex One-Pass Framework for Generalized Factorization Machine and Rank-One Matrix Sensing,0.225
2014-2017,12,The Noisy Power Method: A Meta Algorithm with Applications,A Non-convex One-Pass Framework for Generalized Factorization Machine and Rank-One Matrix Sensing,0.134
2008-2011,13,The Fast Convergence of Boosting,Sparse Random Feature Algorithm as Coordinate Descent in Hilbert Space,1.126
2011-2014,0,The Fast Convergence of Boosting,Sparse Random Feature Algorithm as Coordinate Descent in Hilbert Space,5.8
2014-2017,1,Sampling from Probabilistic Submodular Models,Variational Inference in Mixed Probabilistic Submodular Models,0.672
1999-2002,2,Learning Segmentation by Random Walks,Self-Tuning Spectral Clustering,3.552
2008-2011,3,Monte-Carlo Planning in Large POMDPs,Variance Reduction in Monte-Carlo Tree Search,273.401
2008-2011,3,Monte-Carlo Planning in Large POMDPs,Adaptive Stochastic Optimization: From Sets to Paths,3.761
1996-1999,4,Perceptual Organization Based on Temporal Dynamics,Logic and MRF Circuitry for Labeling Occluding and Thinline Visual Contours,264.336
1999-2002,5,Perceptual Organization Based on Temporal Dynamics,Logic and MRF Circuitry for Labeling Occluding and Thinline Visual Contours,2.195
2005-2008,6,The Recurrent Temporal Restricted Boltzmann Machine,Sequence learning with hidden units in spiking neural networks,281.418
2008-2011,7,The Recurrent Temporal Restricted Boltzmann Machine,Sequence learning with hidden units in spiking neural networks,0.399
1999-2002,8,Spectral Relaxation for K-means Clustering,Size Regularized Cut for Data Clustering,75.119
2008-2011,9,Inferring spike-timing-dependent plasticity from spike train data,A framework for studying synaptic plasticity with neural spike train data,0.61
2011-2014,10,Inferring spike-timing-dependent plasticity from spike train data,A framework for studying synaptic plasticity with neural spike train data,0.767
2005-2008,11,Influence of graph construction on graph-based clustering measures,Transfer Learning in a Transductive Setting,28.2
2008-2011,12,Influence of graph construction on graph-based clustering measures,Transfer Learning in a Transductive Setting,72.6
2008-2011,13,k-NN Regression Adapts to Local Intrinsic Dimension,Gradient Weights help Nonparametric Regressors,144.1
2008-2011,13,k-NN Regression Adapts to Local Intrinsic Dimension,Regression-tree Tuning in a Streaming Setting,0
2008-2011,13,k-NN Regression Adapts to Local Intrinsic Dimension,Adaptivity to Local Smoothness and Dimension in Kernel Regression,1.4
2011-2014,0,k-NN Regression Adapts to Local Intrinsic Dimension,Gradient Weights help Nonparametric Regressors,6.2
2011-2014,0,k-NN Regression Adapts to Local Intrinsic Dimension,Regression-tree Tuning in a Streaming Setting,0
2011-2014,0,k-NN Regression Adapts to Local Intrinsic Dimension,Adaptivity to Local Smoothness and Dimension in Kernel Regression,0.6
1987-1990,1,Meiosis Networks,The Tempo 2 Algorithm: Adjusting Time-Delays By Supervised Learning,3.2
1987-1990,1,Meiosis Networks,Constructive Learning Using Internal Representation Conflicts,0
2008-2011,2,On U-processes and clustering performance,Extending Gossip Algorithms to Distributed Estimation of U-statistics,0.115
2008-2011,2,On U-processes and clustering performance,SGD Algorithms based on Incomplete U-statistics: Large-Scale Minimization of Empirical Risk,0.455
2011-2014,3,On U-processes and clustering performance,Extending Gossip Algorithms to Distributed Estimation of U-statistics,0.373
2011-2014,3,On U-processes and clustering performance,SGD Algorithms based on Incomplete U-statistics: Large-Scale Minimization of Empirical Risk,0.132
2008-2011,4,Optimal learning rates for least squares SVMs using Gaussian kernels,A Stochastic Gradient Method with an Exponential Convergence _Rate for Finite Training Sets,0.051
2011-2014,5,Optimal learning rates for least squares SVMs using Gaussian kernels,A Stochastic Gradient Method with an Exponential Convergence _Rate for Finite Training Sets,0.947
1987-1990,6,How Neural Nets Work,Implications of Recursive Distributed Representations,2.496
1990-1993,7,The Power of Amnesia,The Infinite Markov Model,0
1993-1996,8,The Power of Amnesia,The Infinite Markov Model,0
1999-2002,9,Combining Features for BCI,Increase Information Transfer Rates in BCI by CSP Extension to Multi-class,0
1999-2002,9,Combining Features for BCI,Optimizing spatio-temporal filters for improving Brain-Computer Interfacing,0
1999-2002,9,Combining Features for BCI,Reducing Calibration Time For Brain-Computer Interfaces: A Clustering Approach,0.15
2002-2005,10,Combining Features for BCI,Increase Information Transfer Rates in BCI by CSP Extension to Multi-class,0.15
2002-2005,10,Combining Features for BCI,Optimizing spatio-temporal filters for improving Brain-Computer Interfacing,0.265
2002-2005,10,Combining Features for BCI,Reducing Calibration Time For Brain-Computer Interfaces: A Clustering Approach,0.569
2005-2008,11,Non-rigid point set registration: Coherent Point Drift,Functional Geometry Alignment and Localization of Brain Areas,0.144
2011-2014,12,Practical Bayesian Optimization of Machine Learning Algorithms,Preconditioned Spectral Descent for Deep Learning,0.194
2011-2014,12,Practical Bayesian Optimization of Machine Learning Algorithms,Parallel Predictive Entropy Search for Batch Global Optimization of Expensive Objective Functions,0.201
2011-2014,12,Practical Bayesian Optimization of Machine Learning Algorithms,Regularization Path of Cross-Validation Error Lower Bounds,0.712
2011-2014,12,Practical Bayesian Optimization of Machine Learning Algorithms,Gaussian Process Bandit Optimisation with Multi-fidelity Evaluations,30.314
1990-1993,13,Bayesian Self-Organization,JPMAX: Learning to Recognize Moving Objects as a Model-fitting Problem,0.167
1993-1996,0,Bayesian Self-Organization,JPMAX: Learning to Recognize Moving Objects as a Model-fitting Problem,0.138
2002-2005,1,Discriminative Fields for Modeling Spatial Dependencies in Natural Images,A Primal-Dual Message-Passing Algorithm for Approximated Large Scale Structured Prediction,0.051
1999-2002,2,Dynamic Bayesian Networks with Deterministic Latent Tables,Learning in Spiking Neural Assemblies,0
2002-2005,3,Dynamic Bayesian Networks with Deterministic Latent Tables,Learning in Spiking Neural Assemblies,0
2005-2008,4,Spectral Clustering with Perturbed Data,Noise Thresholds for Spectral Clustering,0.175
2008-2011,5,Spectral Clustering with Perturbed Data,Noise Thresholds for Spectral Clustering,0.056
2005-2008,6,"Uncertainty, phase and oscillatory hippocampal recall",Hippocampal Contributions to Control: The Third Way,0.189
2005-2008,6,"Uncertainty, phase and oscillatory hippocampal recall",Two is better than one: distinct roles for familiarity and recollection in retrieving palimpsest memories,0.2
2005-2008,6,"Uncertainty, phase and oscillatory hippocampal recall",Correlations strike back (again): the case of associative memory retrieval,9.727
2005-2008,7,Policy Search for Motor Primitives in Robotics,A Unifying Perspective of Parametric Policy Search Methods for Markov Decision Processes,0.282
2005-2008,7,Policy Search for Motor Primitives in Robotics,Probabilistic Movement Primitives,10.97
2005-2008,7,Policy Search for Motor Primitives in Robotics,Model-Based Relative Entropy Stochastic Search,2.912
2008-2011,8,Policy Search for Motor Primitives in Robotics,A Unifying Perspective of Parametric Policy Search Methods for Markov Decision Processes,0.059
2008-2011,8,Policy Search for Motor Primitives in Robotics,Probabilistic Movement Primitives,0.068
2008-2011,8,Policy Search for Motor Primitives in Robotics,Model-Based Relative Entropy Stochastic Search,0.056
2005-2008,9,Greedy Layer-Wise Training of Deep Networks,Natural Image Denoising with Convolutional Networks,0.175
2005-2008,9,Greedy Layer-Wise Training of Deep Networks,Deep Spatio-Temporal Architectures and Learning for Protein Structure Prediction,0.134
2005-2008,10,Structured ranking learning using cumulative distribution networks,Exponential Family Graph Matching and Ranking,0.061
2008-2011,11,Structured ranking learning using cumulative distribution networks,Exponential Family Graph Matching and Ranking,0.359
2011-2014,12,Searching for objects driven by context,Learning Generative Models with Visual Attention,2.463
2005-2008,13,High-Dimensional Graphical Model Selection Using ,Learning Networks of Stochastic Differential Equations,3.181
2011-2014,0,A Neural Autoregressive Topic Model,An Autoencoder Approach to Learning Bilingual Word Representations,1.679
2011-2014,1,Deep Neural Networks for Object Detection,Deep Joint Task Learning for Generic Object Extraction,0.242
2002-2005,2,Maximum Margin Clustering,Q-Clustering,4.161
2002-2005,2,Maximum Margin Clustering,Which Space Partitioning Tree to Use for Search?,0.156
2008-2011,3,Double Q-learning,Speedy Q-Learning,0.397
2008-2011,3,Double Q-learning,Learning values across many orders of magnitude,1.936
2011-2014,4,Consistency of weighted majority votes,"Data Programming: Creating Large Training Sets, Quickly",3.458
2014-2017,5,Consistency of weighted majority votes,"Data Programming: Creating Large Training Sets, Quickly",0.077
2011-2014,6,A Geometric take on Metric Learning,Similarity Component Analysis,0.161
2014-2017,7,Learning feed-forward one-shot learners,Combining Low-Density Separators with CNNs,2.965
2011-2014,8,Exploiting easy data in online optimization,The Pareto Regret Frontier for Bandits,0.343
2011-2014,8,Exploiting easy data in online optimization,Following the Leader and Fast Rates in Linear Prediction: Curved Constraint Sets and Other Regularities,0.097
2011-2014,8,Exploiting easy data in online optimization,Combining Adversarial Guarantees and Stochastic Fast Rates in Online Learning,0.08
2014-2017,9,Exploiting easy data in online optimization,The Pareto Regret Frontier for Bandits,2.055
2014-2017,9,Exploiting easy data in online optimization,Following the Leader and Fast Rates in Linear Prediction: Curved Constraint Sets and Other Regularities,1.087
2014-2017,9,Exploiting easy data in online optimization,Combining Adversarial Guarantees and Stochastic Fast Rates in Online Learning,0.803
2002-2005,10,Analysis of a greedy active learning strategy,Active Learning for Anomaly and Rare-Category Detection,0.468
2002-2005,10,Analysis of a greedy active learning strategy,Query by Committee Made Real,282.819
2002-2005,10,Analysis of a greedy active learning strategy,Coarse sample complexity bounds for active learning,10.027
2002-2005,10,Analysis of a greedy active learning strategy,Noisy Generalized Binary Search,0.474
2002-2005,10,Analysis of a greedy active learning strategy,Multi-View Active Learning in the Non-Realizable Case,1.09
2002-2005,10,Analysis of a greedy active learning strategy,Near-Optimal Bayesian Active Learning with Noisy Observations,0.2
2002-2005,10,Analysis of a greedy active learning strategy,Extensions of Generalized Binary Search to Group Identification and Exponential Costs,0.344
2002-2005,10,Analysis of a greedy active learning strategy,Adaptive Submodular Maximization in Bandit Setting,0.418
2002-2005,10,Analysis of a greedy active learning strategy,Auditing: Active Learning with Outcome-Dependent Query Costs,0.374
2002-2005,10,Analysis of a greedy active learning strategy,Beyond Disagreement-Based Agnostic Active Learning,1.507
2002-2005,10,Analysis of a greedy active learning strategy,Budgeted stream-based active learning via adaptive submodular maximization,0.426
2002-2005,10,Analysis of a greedy active learning strategy,Active Nearest-Neighbor Learning in Metric Spaces,0.526
2008-2011,11,Structured sparse coding via lateral inhibition,Learning the Dependency Structure of Latent Factors,0.069
2008-2011,11,Structured sparse coding via lateral inhibition,Extracting regions of interest from biological images with convolutional sparse block coding,0.057
2011-2014,12,Structured sparse coding via lateral inhibition,Learning the Dependency Structure of Latent Factors,337.8
2011-2014,12,Structured sparse coding via lateral inhibition,Extracting regions of interest from biological images with convolutional sparse block coding,7.1
1999-2002,13,Learning with Multiple Labels,A Conditional Multinomial Mixture Model for Superset Label Learning,397
2002-2005,0,Learning with Multiple Labels,A Conditional Multinomial Mixture Model for Superset Label Learning,0.103
2014-2017,1,A Universal Catalyst for First-Order Optimization,Exploiting the Structure: Stochastic Gradient Methods Using Raw Clusters,0.673
2002-2005,2,Approximate Policy Iteration with a Policy Language Bias,Approximate Dynamic Programming Finally Performs Well in the Game of Tetris,0.82
2011-2014,3,Optimizing Instructional Policies,Optimal Teaching for Limited-Capacity Human Learners,4.426
2005-2008,4,Phase transitions for high-dimensional joint support recovery,Group Sparse Coding,0.12
2008-2011,5,Phase transitions for high-dimensional joint support recovery,Group Sparse Coding,0.123
2011-2014,6,Learning word embeddings efficiently with noise-contrastive estimation,Efficient Exact Gradient Update for training Deep Networks with Very Large Sparse Targets,1.26
2011-2014,6,Learning word embeddings efficiently with noise-contrastive estimation,Efficient Exact Gradient Update for training Deep Networks with Very Large Sparse Targets,0.323
2011-2014,6,Learning word embeddings efficiently with noise-contrastive estimation,Exponential Family Embeddings,15.364
2005-2008,7,Learning to Rank with Nonsmooth Cost Functions,Polynomial Semantic Indexing,1.305
2011-2014,8,Delay Compensation with Dynamical Synapses,Spike Frequency Adaptation Implements Anticipative Tracking in Continuous Attractor Neural Networks,0.494
2005-2008,9,Nonlinear causal discovery with additive noise models,Causal discovery in multiple models from different experiments,0.685
2008-2011,10,Nonlinear causal discovery with additive noise models,Causal discovery in multiple models from different experiments,12.475
2008-2011,11,Policy gradients in linearly-solvable MDPs,Variational Policy Search via Trajectory Optimization,0.208
2011-2014,12,Sparse nonnegative deconvolution for compressive calcium imaging: algorithms and phase transitions,Sparse Space-Time Deconvolution for Calcium Image Analysis,1.679
1996-1999,13,The Infinite Gaussian Mixture Model,Occam's Razor,19.577
1996-1999,13,The Infinite Gaussian Mixture Model,Infinite Mixtures of Gaussian Process Experts,0.06
1996-1999,13,The Infinite Gaussian Mixture Model,Copula Processes,104.4
1996-1999,13,The Infinite Gaussian Mixture Model,Construction of Dependent Dirichlet Processes based on Poisson Processes,413.3
1996-1999,13,The Infinite Gaussian Mixture Model,Coupling Nonparametric Mixtures via Latent Dirichlet Processes,40.3
1996-1999,13,The Infinite Gaussian Mixture Model,Online Learning of Nonparametric Mixture Models via Sequential Variational Approximation,17.1
1999-2002,0,The Infinite Gaussian Mixture Model,Occam's Razor,7.541
1999-2002,0,The Infinite Gaussian Mixture Model,Infinite Mixtures of Gaussian Process Experts,3.39
1999-2002,0,The Infinite Gaussian Mixture Model,Copula Processes,28.709
1999-2002,0,The Infinite Gaussian Mixture Model,Construction of Dependent Dirichlet Processes based on Poisson Processes,0.648
1999-2002,0,The Infinite Gaussian Mixture Model,Coupling Nonparametric Mixtures via Latent Dirichlet Processes,0.063
1999-2002,0,The Infinite Gaussian Mixture Model,Online Learning of Nonparametric Mixture Models via Sequential Variational Approximation,0.124
2011-2014,1,Large-scale L-BFGS using MapReduce,Fast Classification Rates for High-dimensional Gaussian Generative Models,0.361
2011-2014,1,Large-scale L-BFGS using MapReduce,A Multi-Batch L-BFGS Method for Machine Learning,1.554
2014-2017,2,Large-scale L-BFGS using MapReduce,Fast Classification Rates for High-dimensional Gaussian Generative Models,0.444
2014-2017,2,Large-scale L-BFGS using MapReduce,A Multi-Batch L-BFGS Method for Machine Learning,0.234
2002-2005,3,Learning in Silicon: Timing is Everything,An in-silico Neural Model of Dynamic Routing through Neuronal Coherence,24.105
2005-2008,4,Learning in Silicon: Timing is Everything,An in-silico Neural Model of Dynamic Routing through Neuronal Coherence,13.553
2008-2011,5,Similarity-based Learning via Data Driven Embeddings,Supervised Learning with Similarity Functions,1.041
2011-2014,6,Similarity-based Learning via Data Driven Embeddings,Supervised Learning with Similarity Functions,0.29
1993-1996,7,Generalization in Reinforcement Learning: Safely Approximating the Value Function,Convergent Temporal-Difference Learning with Arbitrary Smooth Function Approximation,0.335
1987-1990,8,Chaitin-Kolmogorov Complexity and Generalization in Neural Networks,Assessing and Improving Neural Network Predictions by the Bootstrap Algorithm,0.244
1990-1993,9,Chaitin-Kolmogorov Complexity and Generalization in Neural Networks,Assessing and Improving Neural Network Predictions by the Bootstrap Algorithm,24
1999-2002,10,Exponential Family PCA for Belief Compression in POMDPs,Timely Object Recognition,206
2002-2005,11,Exponential Family PCA for Belief Compression in POMDPs,Timely Object Recognition,4
2011-2014,12,Rational inference of relative preferences,Magnitude-sensitive preference formation`,22.4
2011-2014,12,Rational inference of relative preferences,A Theory of Decision Making Under Dynamic Context,0.3
2011-2014,12,Rational inference of relative preferences,Human Decision-Making under Limited Time,6
1990-1993,13,Improving the Performance of Radial Basis Function Networks by Learning Center Locations,Boosting the Performance of RBF Networks with Dynamic Decay Adjustment,6.47
1993-1996,0,Bayesian Query Construction for Neural Network Models,Minimizing Statistical Bias with Queries,5.864
1999-2002,1,Algorithms for Non-negative Matrix Factorization,Simplicial Mixtures of Markov Chains: Distributed Modelling of Dynamic User Profiles,0.88
1999-2002,1,Algorithms for Non-negative Matrix Factorization,Sparse Overcomplete Latent Variable Decomposition of Counts Data,0.15
1999-2002,1,Algorithms for Non-negative Matrix Factorization,Capturing Semantically Meaningful Word Dependencies with an Admixture of Poisson MRFs,0.296
1996-1999,2,Nonlinear Markov Networks for Continuous Variables,Mixtures of Gaussian Processes,0.254
2005-2008,3,Map-Reduce for Machine Learning on Multicore,Large-scale L-BFGS using MapReduce,0
2005-2008,4,MAS: a multiplicative approximation scheme for probabilistic inference,Approximate Inference by Compilation to Arithmetic Circuits,0
2008-2011,5,MAS: a multiplicative approximation scheme for probabilistic inference,Approximate Inference by Compilation to Arithmetic Circuits,0
2011-2014,6,Near-Optimal MAP Inference for Determinantal Point Processes,From MAP to Marginals: Variational Inference in Bayesian Submodular Models,0.074
2011-2014,6,Near-Optimal MAP Inference for Determinantal Point Processes,Expectation-Maximization for Learning Determinantal Point Processes,0.476
1996-1999,7,Learning from Dyadic Data,Kernel Expansions with Unlabeled Examples,0.452
2002-2005,8,Two-Dimensional Linear Discriminant Analysis,Tensor Subspace Analysis,0.409
1987-1990,9,Implications of Recursive Distributed Representations,Higher Order Recurrent Networks and Grammatical Inference,0.053
1987-1990,9,Implications of Recursive Distributed Representations,Language Induction by Phase Transition in Dynamical Recognizers,0.445
2002-2005,10,Modeling User Rating Profiles For Collaborative Filtering,Unsupervised Feature Selection for Accurate Recommendation of High-Dimensional Image Data,0.107
1999-2002,11,Robust Reinforcement Learning,Nonparametric Representation of Policies and Value Functions: A Trajectory-Based Approach,0.159
1999-2002,11,Robust Reinforcement Learning,Minimax Differential Dynamic Programming: An Application to Robust Biped Walking,0.664
2002-2005,12,Multiple Instance Boosting for Object Detection,MCBoost: Multiple Classifier Boosting for Perceptual Co-clustering of Images and Visual Features,0.158
2002-2005,12,Multiple Instance Boosting for Object Detection,Multi-Level Active Prediction of Useful Image Annotations for Recognition,0.129
2005-2008,13,Multiple Instance Boosting for Object Detection,MCBoost: Multiple Classifier Boosting for Perceptual Co-clustering of Images and Visual Features,0.052
2005-2008,13,Multiple Instance Boosting for Object Detection,Multi-Level Active Prediction of Useful Image Annotations for Recognition,0.26
2008-2011,0,Improved Algorithms for Linear Stochastic Bandits,Combinatorial semi-bandit with known covariance,12.147
2011-2014,1,Improved Algorithms for Linear Stochastic Bandits,Combinatorial semi-bandit with known covariance,0.102
1999-2002,2,Bayesian Monte Carlo,Bayesian Policy Gradient Algorithms,2.919
1999-2002,2,Bayesian Monte Carlo,Active Learning of Model Evidence Using Bayesian Quadrature,0.612
1999-2002,2,Bayesian Monte Carlo,Sampling for Inference in Probabilistic Models with Fast Bayesian Quadrature,0.156
1999-2002,2,Bayesian Monte Carlo,Frank-Wolfe Bayesian Quadrature: Probabilistic Integration with Theoretical Guarantees,0.351
2002-2005,3,Bayesian Monte Carlo,Bayesian Policy Gradient Algorithms,0.078
2002-2005,3,Bayesian Monte Carlo,Active Learning of Model Evidence Using Bayesian Quadrature,1.854
2002-2005,3,Bayesian Monte Carlo,Sampling for Inference in Probabilistic Models with Fast Bayesian Quadrature,0.632
2002-2005,3,Bayesian Monte Carlo,Frank-Wolfe Bayesian Quadrature: Probabilistic Integration with Theoretical Guarantees,0.793
1996-1999,4,EM Algorithms for PCA and SPCA,Robust Kernel Principal Component Analysis,0.925
2008-2011,5,A unified framework for high-dimensional analysis of ,Generalized Dantzig Selector: Application to the k-support norm,0.182
2011-2014,6,How transferable are features in deep neural networks?,Unsupervised Domain Adaptation with Residual Transfer Networks,0.615
2011-2014,6,How transferable are features in deep neural networks?,Combining Low-Density Separators with CNNs,0.115
2014-2017,7,How transferable are features in deep neural networks?,Unsupervised Domain Adaptation with Residual Transfer Networks,0.233
2014-2017,7,How transferable are features in deep neural networks?,Combining Low-Density Separators with CNNs,0.549
2008-2011,8,Identifying graph-structured activation patterns in networks,"Total Variation Classes Beyond 1d: Minimax Rates, and the Limitations of Linear Smoothers",0.101
2008-2011,9,Im2Text: Describing Images Using 1 Million Captioned Photographs,Expressing an Image Stream with a Sequence of Natural Sentences,0.082
2011-2014,10,Im2Text: Describing Images Using 1 Million Captioned Photographs,Expressing an Image Stream with a Sequence of Natural Sentences,0.357
2011-2014,11,Estimation with Norm Regularization,Beyond Sub-Gaussian Measurements: High-Dimensional Structured Estimation with Sub-Exponential Designs,0.288
2011-2014,11,Estimation with Norm Regularization,High Dimensional Structured Superposition Models,0.137
2014-2017,12,Estimation with Norm Regularization,Beyond Sub-Gaussian Measurements: High-Dimensional Structured Estimation with Sub-Exponential Designs,0.215
2014-2017,12,Estimation with Norm Regularization,High Dimensional Structured Superposition Models,3.292
1999-2002,13,The Unified Propagation and Scaling Algorithm,The g Factor: Relating Distributions on Features to Distributions on Images,0.084
1999-2002,0,Feature Selection by Maximum Marginal Diversity,Discriminant Saliency for Visual Recognition from Cluttered Scenes,0.209
2002-2005,1,Feature Selection by Maximum Marginal Diversity,Discriminant Saliency for Visual Recognition from Cluttered Scenes,0.266
2008-2011,2,Slow Learners are Fast,Delay-Tolerant Algorithms for Asynchronous Distributed Online Learning,0.536
2011-2014,3,Tight convex relaxations for sparse matrix factorization,Sparse PCA via Bipartite Matchings,0.209
2011-2014,3,Tight convex relaxations for sparse matrix factorization,Unified View of Matrix Completion under General Structural Constraints,0.181
2014-2017,4,Tight convex relaxations for sparse matrix factorization,Sparse PCA via Bipartite Matchings,0.068
2014-2017,4,Tight convex relaxations for sparse matrix factorization,Unified View of Matrix Completion under General Structural Constraints,0.063
2014-2017,5,Neural Adaptive Sequential Monte Carlo,Neurally-Guided Procedural Models: Amortized Inference for Procedural Graphics Programs using Neural Networks,0.47
2014-2017,5,Neural Adaptive Sequential Monte Carlo,Neurally-Guided Procedural Models: Amortized Inference for Procedural Graphics Programs using Neural Networks,1.792
2014-2017,6,Convergence rates of sub-sampled Newton methods,Newton-Stein Method: A Second Order Method for GLMs via Stein's Lemma,9.463
2014-2017,6,Convergence rates of sub-sampled Newton methods,Sub-sampled Newton Methods with Non-uniform Sampling,0.379
2014-2017,6,Convergence rates of sub-sampled Newton methods,Adaptive Newton Method for Empirical Risk Minimization to Statistical Accuracy,1.756
2005-2008,7,Subordinate class recognition using relational object models,"Beyond Novelty Detection: Incongruent Events, when General and Specific Classifiers Disagree",0
1996-1999,8,Learning Mixture Hierarchies,A MCMC Approach to Hierarchical Mixture Modelling,16.4
1987-1990,9,Using Local Models to Control Movement,Memory-based Stochastic Optimization,9.8
1987-1990,9,Using Local Models to Control Movement,"Fast, Robust Adaptive Control by Learning only Forward Models",0.9
1999-2002,10,Latent Dirichlet Allocation,Integrating Topics and Syntax,0.8
1999-2002,10,Latent Dirichlet Allocation,Context as Filtering,0.2
1999-2002,10,Latent Dirichlet Allocation,Sparse Overcomplete Latent Variable Decomposition of Counts Data,0.6
1999-2002,10,Latent Dirichlet Allocation,A ``Shape Aware'' Model for semi-supervised Learning of Objects and its Context,26.9
1999-2002,10,Latent Dirichlet Allocation,Correlated Bigram LSA for Unsupervised Language Model Adaptation,0
1999-2002,10,Latent Dirichlet Allocation,Large Margin Taxonomy Embedding for Document Categorization,0
1999-2002,10,Latent Dirichlet Allocation,Dirichlet-Bernoulli Alignment: A Generative Model for Multi-Class Multi-Label Multi-Instance Corpora,0
1999-2002,10,Latent Dirichlet Allocation,Large Scale Nonparametric Bayesian Inference: Data Parallelisation in the Indian Buffet Process,0.156
1999-2002,10,Latent Dirichlet Allocation,Efficient Optimization for Discriminative Latent Class Models,0.082
1999-2002,10,Latent Dirichlet Allocation,Co-regularized Multi-view Spectral Clustering,0.068
1999-2002,10,Latent Dirichlet Allocation,Complex Inference in Neural Circuits with Probabilistic Population Codes and Topic Models,0.097
1999-2002,10,Latent Dirichlet Allocation,A Neural Autoregressive Topic Model,0.087
1999-2002,10,Latent Dirichlet Allocation,Coupling Nonparametric Mixtures via Latent Dirichlet Processes,0.213
1999-2002,10,Latent Dirichlet Allocation,Small-Variance Asymptotics for Exponential Family Dirichlet Process Mixture Models,0.322
1999-2002,10,Latent Dirichlet Allocation,When are Overcomplete Topic Models Identifiable? Uniqueness of Tensor Tucker Decompositions with Structured Sparsity,0.37
1999-2002,10,Latent Dirichlet Allocation,Similarity Component Analysis,0.055
1999-2002,10,Latent Dirichlet Allocation,Optimistic Concurrency Control for Distributed Unsupervised Learning,41.696
1999-2002,10,Latent Dirichlet Allocation,Analyzing Hogwild Parallel Gaussian Gibbs Sampling,1.482
1999-2002,10,Latent Dirichlet Allocation,Latent Support Measure Machines for Bag-of-Words Data Classification,0.304
1999-2002,10,Latent Dirichlet Allocation,Bayesian Sampling Using Stochastic Gradient Thermostats,9.65
1999-2002,10,Latent Dirichlet Allocation,Geometric Dirichlet Means Algorithm for topic inference,0.309
2011-2014,11,Hamming Distance Metric Learning,SGD Algorithms based on Incomplete U-statistics: Large-Scale Minimization of Empirical Risk,0.251
2008-2011,12,Maximin affinity learning of image segmentation,Recursive Training of 2D-3D Convolutional Networks for Neuronal Boundary Prediction,33.605
1987-1990,13,The Cascade-Correlation Learning Architecture,Leaning by Combining Memorization and Gradient Descent,0.393
1987-1990,13,The Cascade-Correlation Learning Architecture,The Tempo 2 Algorithm: Adjusting Time-Delays By Supervised Learning,46.692
1987-1990,13,The Cascade-Correlation Learning Architecture,Supervised Learning with Growing Cell Structures,1.349
1987-1990,13,The Cascade-Correlation Learning Architecture,Dynamic Cell Structures,76.108
2014-2017,0,A Theoretically Grounded Application of Dropout in Recurrent Neural Networks,Multimodal Residual Learning for Visual QA,7.377
2008-2011,1,Replicated Softmax: an Undirected Topic Model,A Neural Autoregressive Topic Model,3.212
1990-1993,2,Networks with Learned Unit Response Functions,Perturbing Hebbian Rules,8.809
1987-1990,3,Stochastic Neurodynamics,Stochastic Dynamics of Three-State Neural Networks,0.465
1990-1993,4,Stochastic Neurodynamics,Stochastic Dynamics of Three-State Neural Networks,0.356
1999-2002,5,A Bilinear Model for Sparse Coding,Learning transport operators for image manifolds,50.33
2002-2005,6,A Bilinear Model for Sparse Coding,Learning transport operators for image manifolds,3.307
2008-2011,7,Kernel Descriptors for Visual Recognition,Hierarchical Matching Pursuit for Image Classification: Architecture and Fast Algorithms,6.064
2008-2011,7,Kernel Descriptors for Visual Recognition,Unsupervised Template Learning for Fine-Grained Object Recognition,0.078
1999-2002,8,Predictive Representations of State,Exponential Family Predictive Representations of State,0.951
2011-2014,9,Wavelets on Graphs via Deep Learning,Unsupervised Deep Haar Scattering on Graphs,0.225
1999-2002,10,Sparse Greedy Gaussian Process Regression,Infinite Mixtures of Gaussian Process Experts,0.162
2005-2008,11,Support Vector Machine Classification with Indefinite Kernels,Supervised Learning with Similarity Functions,0.904
1999-2002,12,Feature Selection for SVMs,From Lasso regression to Feature vector machine,2.598
2008-2011,13,Energy Disaggregation via Discriminative Sparse Coding,SDP Relaxation with Randomized Rounding for Energy Disaggregation,0.78
2005-2008,0,Stochastic Relational Models for Discriminative Link Prediction,Multi-task Gaussian Process Prediction,18.601
2011-2014,1,Finding a sparse vector in a subspace: Linear sparsity using alternating directions,Online ICA: Understanding Global Dynamics of Nonconvex Optimization via Diffusion Processes,3.32
2014-2017,2,Finding a sparse vector in a subspace: Linear sparsity using alternating directions,Online ICA: Understanding Global Dynamics of Nonconvex Optimization via Diffusion Processes,1.322
2002-2005,3,Max-Margin Markov Networks,Multiple Choice Learning: Learning to Produce Multiple Structured Outputs,14.034
